n_filled_orders,time_s,n_samples,mean_cost,std_cost,q05_cost,q25_cost,median_cost,q75_cost,q95_cost
0,0.24,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.242,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.244,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.246,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.248,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.25,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.252,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.254,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.256,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.258,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.26,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.262,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.264,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.266,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.268,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.27,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.272,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.274,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.276,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.278,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.28,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.28200000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.28400000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.28600000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.28800000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.29,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.292,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.294,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.296,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.298,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.3,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.302,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.304,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.306,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.308,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.31,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.312,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.314,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.316,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.318,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.32,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.322,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.324,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.326,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.328,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.33,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.332,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.334,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.336,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.338,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.34,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.342,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.34400000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.34600000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.34800000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.35000000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.352,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.354,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.356,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.358,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.36,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.362,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.364,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.366,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.368,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.37,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.372,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.374,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.376,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.378,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.38,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.382,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.384,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.386,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.388,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.39,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.392,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.394,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.396,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.398,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.4,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.402,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.404,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.406,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.40800000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.41000000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.41200000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.41400000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.41600000000000004,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.418,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.42,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.422,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.424,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.426,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.428,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.43,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.432,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.434,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.436,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.438,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.44,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.442,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.444,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.446,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.448,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.45,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.452,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.454,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.456,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.458,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.46,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.462,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.464,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.466,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.468,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.47000000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.47200000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.47400000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.47600000000000003,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.47800000000000004,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.48,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.482,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.484,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.486,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.488,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.49,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.492,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.494,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.496,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.498,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.5,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.502,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.504,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.506,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.508,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.51,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.512,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.514,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.516,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.518,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.52,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.522,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.524,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.526,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.528,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.53,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.532,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.534,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.536,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.538,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.54,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.542,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.544,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.546,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.548,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.55,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.552,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.554,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.556,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.558,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.56,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.562,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.5640000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.5660000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.5680000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.5700000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.5720000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.5740000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.5760000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.578,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.58,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.582,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.584,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.586,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.588,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.59,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.592,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.594,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.596,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.598,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.6,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.602,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.604,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.606,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.608,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.61,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.612,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.614,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.616,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.618,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.62,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.622,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.624,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.626,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.628,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.63,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.632,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.634,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.636,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.638,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.64,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.642,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.644,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.646,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.648,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.65,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.652,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.654,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.656,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.658,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.66,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.662,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.664,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.666,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.668,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.67,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.672,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.674,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.676,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.678,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.68,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.682,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.684,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.686,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.6880000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.6900000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.6920000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.6940000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.6960000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.6980000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.7000000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.7020000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.704,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.706,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.708,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.71,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.712,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.714,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.716,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.718,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.72,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.722,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.724,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.726,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.728,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.73,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.732,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.734,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.736,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.738,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.74,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.742,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.744,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.746,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.748,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.75,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.752,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.754,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.756,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.758,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.76,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.762,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.764,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.766,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.768,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.77,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.772,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.774,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.776,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.778,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.78,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.782,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.784,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.786,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.788,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.79,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.792,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.794,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.796,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.798,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.8,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.802,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.804,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.806,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.808,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.81,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.812,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.8140000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.8160000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.8180000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.8200000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
0,0.8220000000000001,1,0.0,,0.0,0.0,0.0,0.0,0.0
